ACF2,query_mid,sender,rcpt,subject,files,Manager_ACF2,manager_name,job_family,employment_type,business_location,hire_date,employee_status,local_admin,privileged_user,government_cleared,size,rcpt_count,file_count,year,month,day,hour,minute,day_of_year,day_of_week,day_since_hire,rcpt_count_personal_max,rcpt_count_job_max,rcpt_count_personal_percentile,rcpt_count_job_percentile,file_count_personal_max,file_count_job_max,file_count_personal_percentile,file_count_job_percentile,size_personal_max,size_job_max,sub_sensitive_count,files_sensitive_count,files_sensitive_count_personal_max,files_sensitive_count_job_max,files_sensitive_count_personal_percentile,files_sensitive_count_job_percentile,sub_sensitive_count_personal_max,sub_sensitive_count_job_max,sub_sensitive_count_personal_percentile,sub_sensitive_count_job_percentile
XX468,346,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD387,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-11 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX469,347,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD388,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-12 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX470,348,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD389,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-13 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX471,349,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD390,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-14 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX472,350,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD391,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-15 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX473,351,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD392,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-16 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX474,352,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD393,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-17 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX475,353,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD394,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-18 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX476,354,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD395,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-19 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX477,355,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD396,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-20 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX478,356,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD397,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-21 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX479,357,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD398,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-22 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX480,358,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD399,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-23 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX481,359,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD400,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-24 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX482,360,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD401,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-25 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX483,361,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD402,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-26 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX484,362,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD403,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-27 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX485,363,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD404,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-28 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX486,364,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD405,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-29 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX487,365,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD406,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-30 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX488,366,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD407,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2020-12-31 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX489,367,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD408,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-01 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX490,368,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD409,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-02 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX491,369,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD410,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-03 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX492,370,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD411,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-04 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX493,371,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD412,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-05 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX494,372,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD413,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-06 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX495,373,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD414,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-07 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX496,374,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD415,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-08 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX497,375,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD416,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-09 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX498,376,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD417,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-10 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX499,377,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD418,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-11 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX500,378,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD419,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-12 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX501,379,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD420,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-13 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX502,380,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD421,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-14 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX503,381,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD422,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-15 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX504,382,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD423,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-16 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX505,383,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD424,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-17 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX506,384,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD425,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-18 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX507,385,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD426,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-19 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX508,386,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD427,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-20 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX509,387,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD428,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-21 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX510,388,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD429,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-22 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX511,389,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD430,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-23 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX512,390,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD431,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-24 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX513,391,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD432,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-25 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX514,392,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD433,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-26 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX515,393,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD434,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-27 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX516,394,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD435,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-28 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX517,395,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD436,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-29 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX518,396,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD437,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-30 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX519,397,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD438,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-01-31 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX520,398,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD439,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-01 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX521,399,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD440,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-02 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX522,400,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD441,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-03 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX523,401,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD442,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-04 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX524,402,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD443,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-05 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX525,403,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD444,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-06 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX526,404,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD445,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-07 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX527,405,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD446,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-08 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX528,406,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD447,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-09 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX529,407,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD448,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-10 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX530,408,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD449,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-11 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX531,409,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD450,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-12 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX532,410,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD451,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-13 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX533,411,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD452,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-14 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX534,412,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD453,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-15 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
XX535,413,someone@sunlife.com,someone@gmail.com,Data something something,Data something important.pdf,FD454,Someone Else,General Something Management,Regular,Sun Life Financial Canada,2021-02-16 0:00,Active,FALSE,FALSE,FALSE,0.05,1,2,2021,5,18,7,5,138,1,1869,2,32,50,41.73984605,7,34,67.64705882,55.65981875,13440753,76235162,0,0,1,1,47.05882353,42.68925442,1,1,49.01960784,48.95826015
